replied_to_id,source_user_id,target_user_id,times
294744,72288,96353,1
294745,70326,64463,1
294746,73052,96118,1
294747,95323,95323,1
294748,83485,64498,1
294749,93321,94255,1
294750,68580,88728,1
294751,74134,96231,1
294752,72778,87225,1
294753,64873,65491,1
294754,84622,76553,1
294755,60007,57692,1
294756,64740,64670,1
294757,63908,97513,1
294758,92084,64465,1
294759,60406,98808,1
294760,96150,75940,1
294761,62805,62805,1
294762,66081,66081,1
294763,73169,72462,1
294764,73169,96216,1
294765,64554,64554,1
294766,87410,61189,1
294767,79841,79841,2
294768,68037,68037,1
294769,71986,96153,1
294770,83856,97614,1
294771,92096,92096,1
294772,85129,85145,1
294773,62177,62177,4
294774,87017,87017,4
294775,85004,83046,1
294776,94037,94037,1
294777,60814,97975,1
294778,86558,86558,3
294779,77572,77572,1
294780,87855,87855,1
294781,96786,81379,1
294782,92590,96724,1
294783,66632,65059,1
294784,76145,96683,1
294785,70407,96114,1
294786,92988,96724,1
294787,97936,97936,1
294788,79199,91422,1
294789,94386,94386,1
294790,86188,85885,1
294791,65176,88246,1
294792,84229,84229,1
294793,87518,74628,1
294794,86512,87456,1
294795,75840,71473,1
294796,87787,87787,1
294797,85659,96943,1
294798,66354,58484,1
294799,93611,93611,1
294800,60748,97879,1
294801,56854,97239,1
294802,96719,96719,1
294803,61047,98054,1
294804,59926,59890,1
294805,85893,85303,2
294806,88046,88046,1
294807,84735,57692,1
294808,71933,97669,1
294809,87564,98136,1
294810,65460,64515,1
294811,88970,88970,1
294812,81328,97614,1
294813,61084,61084,7
294814,70442,70442,1
294815,63540,96278,1
294816,87351,87351,1
294817,63116,58602,1
294818,93169,93947,1
294819,83965,84754,1
294820,86692,86692,1
294821,62042,61678,1
294822,80953,80953,1
294823,71830,96278,1
294824,62126,69817,1
294825,76032,96324,1
294826,68786,99447,1
294827,91210,91210,1
294828,85776,85174,1
294829,63201,63201,2
294830,99055,99055,1
294831,82922,82915,1
294832,86555,86555,2
294833,60724,63007,1
294834,85172,85148,1
294835,86862,86862,1
294836,93093,88477,1
294837,61412,98168,1
294838,85133,85241,1
294839,85133,87507,2
294840,85133,87312,1
294841,85133,86645,1
294842,82382,82382,1
294843,81556,81556,1
294844,64823,97659,1
294845,83594,83123,1
294846,83594,83848,1
294847,86132,86132,2
294848,90392,90392,1
294849,72592,72592,1
294850,93863,89369,1
294851,83397,96724,1
294852,70332,96452,1
294853,87859,86646,1
294854,85329,67357,1
294855,66901,66877,1
294856,65172,64670,1
294857,70914,88841,1
294858,62209,96528,1
294859,93905,94450,1
294860,86743,86743,1
294861,86743,96984,1
294862,96702,96231,1
294863,72739,91861,1
294864,81637,81637,1
294865,65062,58501,1
294866,69714,58501,1
294867,69322,58317,1
294868,98919,97225,1
294869,67236,65052,1
294870,73554,63809,1
294871,78002,98744,1
294872,99101,99101,2
294873,69150,65124,1
294874,74016,89460,1
294875,75632,70752,1
294876,85522,96929,1
294877,72363,96409,1
294878,71973,71973,1
294879,68542,96278,1
294880,72651,96324,1
294881,64809,98807,1
294882,82543,82543,1
294883,83357,84754,1
294884,88982,65894,1
294885,84250,84079,1
294886,93621,88560,1
294887,68735,68735,2
294888,85137,85214,1
294889,83158,96822,1
294890,65323,58578,1
294891,58202,80207,1
294892,91629,91629,1
294893,67009,58317,1
294894,66232,71473,1
294895,83464,83464,1
294896,67317,67317,1
294897,74339,89460,1
294898,87363,87363,1
294899,97303,97304,1
294900,88853,87882,1
294901,58097,58097,1
294902,66011,58317,1
294903,65046,58597,1
294904,83282,83848,1
294905,88724,88246,1
294906,60060,94737,1
294907,94286,94286,1
294908,60415,96528,1
294909,65001,66625,1
294910,96850,96850,1
294911,72626,70851,1
294912,88038,87936,1
294913,86068,61536,1
294914,86068,86176,1
294915,73319,96173,1
294916,66742,65124,1
294917,75387,73195,1
294918,65115,71648,1
294919,97115,93482,1
294920,93140,94255,1
294921,58409,97480,1
294922,92140,57714,1
294923,85470,96943,1
294924,71358,70376,1
294925,64995,64995,2
294926,85337,85337,1
294927,74200,65721,1
294928,68327,68327,1
294929,93799,93799,1
294930,65470,58501,1
294931,69445,97623,1
294932,93768,94028,1
294933,93768,74840,1
294934,93768,87982,1
294935,93768,89492,1
294936,70230,96427,1
294937,83129,57692,1
294938,86797,86797,1
294939,63152,58596,1
294940,86053,85340,1
294941,95805,95805,1
294942,70712,70712,1
294943,72385,72385,1
294944,60841,98775,1
294945,67393,58484,1
294946,91904,96724,1
294947,63334,63255,1
294948,79104,79104,1
294949,65647,65174,1
294950,85093,85093,1
294951,96971,96971,1
294952,86560,86595,1
294953,93447,93447,1
294954,59580,91037,1
294955,81057,81654,2
294956,92930,97614,1
294957,93643,93150,1
294958,68369,97497,1
294959,70640,96195,1
294960,66629,83848,1
294961,78430,99147,1
294962,92273,96724,1
294963,97962,60470,1
294964,88209,87936,1
294965,86833,86833,3
294966,60470,60470,1
294967,85570,87507,1
294968,63003,60832,1
294969,92454,96724,1
294970,68067,58501,1
294971,86420,86420,1
294972,71225,96114,1
294973,84098,84098,1
294974,72248,96126,1
294975,92019,96724,1
294976,70247,69983,1
294977,98914,98914,1
294978,72762,70388,1
294979,69160,65894,1
294980,88137,93065,1
294981,74063,74063,1
294982,78671,78671,1
294983,92415,96724,1
294984,88120,88120,1
294985,71644,96452,1
294986,72421,96430,1
294987,70618,96486,1
294988,63701,61774,1
294989,95324,95324,1
294990,72116,74535,1
294991,89273,89273,1
294992,79131,96153,1
294993,86111,61029,1
294994,87248,73784,1
294995,61401,85174,1
294996,82504,82767,1
294997,83947,89442,1
294998,83738,97069,1
294999,69863,96126,1
295000,87677,87677,1
295001,97091,97091,1
295002,87382,96943,1
295003,63853,68595,1
295004,83803,88246,1
295005,92343,96724,1
295006,62050,57824,1
295007,85812,85174,1
295008,91722,57714,1
295009,73840,73823,1
295010,92234,96724,1
295011,86337,86337,1
295012,71502,71502,1
295013,75141,96608,1
295014,71365,71434,1
295015,63437,61796,1
295016,70185,97054,2
295017,87125,73795,1
295018,68704,96866,1
295019,68859,96426,1
295020,57780,57780,1
295021,60989,86789,1
295022,74866,64463,1
295023,66541,65124,1
295024,95468,96724,1
295025,87588,87588,1
295026,87160,87160,1
295027,73630,96478,1
295028,89114,88150,1
295029,91830,91830,1
295030,68556,58484,1
295031,92001,96724,1
295032,84260,84260,1
295033,75253,75253,1
295034,87136,61205,1
295035,75692,98135,1
295036,75692,86646,1
295037,73807,65851,1
295038,87595,87595,1
295039,87132,87132,1
295040,75665,75665,1
295041,88539,88539,2
295042,74443,67144,1
295043,63119,97917,1
295044,86902,86701,1
295045,69419,65124,1
295046,80054,96464,1
295047,78184,78184,1
295048,91721,96724,1
295049,72945,96287,1
295050,87155,87155,1
295051,68454,96123,1
295052,78200,78200,1
295053,87393,87393,1
295054,90368,90368,1
295055,63178,62090,1
295056,93837,93506,1
295057,64872,96155,1
295058,85159,85816,1
295059,69122,66524,1
295060,71055,71055,1
295061,81874,96724,1
295062,66175,97932,1
295063,76009,76598,1
295064,80538,99479,1
295065,88672,88672,1
295066,68487,88246,1
295067,68320,97932,1
295068,62174,74020,1
295069,96769,96844,1
295070,72523,75907,1
295071,99527,80812,1
295072,96244,96109,1
295073,91980,97087,1
295074,66003,66003,1
295075,57740,92190,1
295076,75526,96416,1
295077,99548,99548,1
295078,79038,79038,1
295079,76564,57692,1
295080,79897,79898,1
295081,68386,66966,1
295082,74614,96528,1
295083,96447,89460,1
295084,69952,69952,1
295085,69131,96426,1
295086,58969,58969,1
295087,72204,96126,1
295088,88449,88449,1
295089,59189,96405,1
295090,94423,94405,1
295091,66981,67077,1
295092,71302,88229,1
295093,68896,65104,1
295094,64628,66094,1
295095,71838,71838,1
295096,89334,89334,1
295097,90863,58597,1
295098,86974,86974,1
295099,72422,72503,1
295100,87077,86913,1
295101,66748,97474,1
295102,71735,96278,1
295103,96876,82527,1
295104,88503,88503,1
295105,72469,96560,1
295106,86701,87132,1
295107,86701,86902,1
295108,65747,66869,1
295109,83652,98968,1
295110,66428,65368,1
295111,66588,65124,1
295112,71357,96126,1
295113,66964,58484,1
295114,87329,86646,1
295115,96243,96219,1
295116,75152,65600,1
295117,64084,85177,1
295118,85512,85393,1
295119,67750,68372,1
295120,72080,71211,1
295121,81000,81000,1
295122,96918,84377,1
295123,81956,81956,1
295124,94056,88878,1
295125,70298,70693,1
295126,87971,62126,1
295127,91810,96724,1
295128,98876,99513,1
295129,66094,66094,2
295130,71020,96177,1
295131,88261,96724,1
295132,81856,81856,1
295133,92806,96724,2
295134,65453,58501,1
295135,65157,62012,1
295136,88585,88585,4
295137,82329,82329,1
295138,87886,85515,1
295139,74407,97595,1
295140,96111,96111,1
295141,71414,96272,1
295142,84373,84711,1
295143,81246,81246,1
295144,88848,89294,1
295145,77194,77194,1
295146,74426,96155,1
295147,75927,75927,1
295148,61905,88246,1
295149,95842,96724,1
295150,78953,97702,1
295151,83753,84754,1
295152,74466,61807,1
295153,71386,96452,1
295154,82233,96512,1
295155,75428,96126,1
295156,69640,69640,2
295157,74848,96278,1
295158,67305,58501,1
295159,90478,90478,1
295160,64818,65996,1
295161,78233,78233,1
295162,91641,96724,1
295163,85804,96943,1
295164,72087,96126,1
295165,69926,69926,1
295166,71957,71923,1
295167,82454,96787,1
295168,73562,73338,1
295169,84796,84754,1
295170,73102,70304,1
295171,71138,96126,1
295172,71237,71237,1
295173,84330,83848,1
295174,65116,69024,1
295175,92053,57775,1
295176,72240,72240,1
295177,87781,87781,1
295178,89048,70099,1
295179,66511,65104,1
295180,91708,91708,1
295181,93178,93498,1
295182,65045,65055,1
295183,64806,75744,1
295184,72135,96333,1
295185,87124,87124,1
295186,67485,98744,1
295187,86027,73795,2
295188,68760,69032,1
295189,66343,58484,1
295190,71379,96278,1
295191,67361,67339,1
295192,94872,95211,1
295193,75113,96216,1
295194,64816,81578,1
295195,67860,99461,1
295196,94121,94255,1
295197,92362,96724,1
295198,99422,99422,1
295199,73962,89105,1
295200,81082,81082,1
295201,72993,96401,1
295202,94640,94640,1
295203,90852,90138,1
295204,82301,82301,1
295205,87797,86004,1
295206,86966,86966,1
295207,72216,75232,1
295208,69449,65124,1
295209,96311,71917,1
295210,74920,75904,1
295211,69597,69597,3
295212,76398,76398,1
295213,68889,66907,1
295214,75146,75146,1
295215,66601,65325,1
295216,65789,96426,1
295217,81165,96534,1
295218,86012,61536,1
295219,75100,70851,1
295220,81761,81232,1
295221,88345,88909,1
295222,74861,74861,1
295223,94873,97143,1
295224,85845,85200,1
295225,95071,95071,1
295226,83931,83848,1
295227,65505,96426,1
295228,82279,81407,1
295229,88021,88021,6
295230,86800,86800,1
295231,65358,58501,2
295232,72117,72117,1
295233,70934,96126,1
295234,66268,83848,1
295235,74928,74928,1
295236,84157,83676,1
295237,91411,96724,1
295238,71732,71732,1
295239,75186,75020,1
295240,71785,96624,1
295241,71785,96432,1
295242,90038,90038,1
295243,94561,94561,1
295244,71656,96126,1
295245,73245,73245,1
295246,98969,98969,1
295247,72645,63853,1
295248,87271,87271,1
295249,68427,96278,1
295250,70593,70593,1
295251,75658,75658,1
295252,69619,97505,1
295253,68991,99516,1
295254,69887,96126,1
295255,87714,87714,1
295256,73334,72970,1
295257,75345,75345,1
295258,94929,95211,1
295259,84087,84754,1
295260,94262,94262,1
295261,96472,96318,1
295262,72099,89460,1
295263,73311,96317,1
295264,78446,78900,1
295265,93928,93928,1
295266,65263,65263,3
295267,65424,65424,1
295268,73892,96486,1
295269,96129,96129,1
295270,67197,89274,1
295271,72735,72735,1
295272,66142,58298,1
295273,64916,63697,1
295274,94554,94558,1
295275,92908,91512,1
295276,73443,71580,2
295277,65797,58261,1
295278,74148,96465,1
295279,79984,79984,1
295280,89064,89064,1
295281,66301,66301,1
295282,71205,96335,1
295283,96612,96612,1
295284,87689,73795,1
295285,66706,58501,1
295286,81581,81581,1
295287,67384,58597,1
295288,75572,75805,1
295289,70314,69983,1
295290,66728,65677,1
295291,74067,77362,1
295292,73427,73427,1
295293,74419,95713,1
295294,92182,96724,1
295295,66695,90465,1
295296,81569,96785,1
295297,83606,83606,1
295298,66362,58317,1
295299,77158,82941,1
295300,73710,96278,1
295301,96880,82202,1
295302,66231,96591,1
295303,68471,64465,1
295304,72229,96462,1
295305,82457,96871,1
295306,95097,95097,1
295307,74497,74497,1
295308,67716,58484,1
295309,86837,86526,1
295310,86837,86837,8
295311,87309,87309,1
295312,92780,96724,1
295313,84621,94737,1
295314,85489,86598,1
295315,86717,86717,1
295316,78224,78224,10
295317,76203,96486,1
295318,70565,70459,1
295319,67668,97054,1
295320,96603,70527,1
295321,69311,64484,1
295322,74715,74778,1
295323,76118,76118,1
295324,90600,90600,1
295325,93062,96724,1
295326,69886,71359,1
295327,71784,96126,1
295328,68372,65677,1
295329,81861,92817,1
295330,68175,68175,1
295331,91831,91831,1
295332,83559,57692,1
295333,73595,96200,1
295334,73595,71140,1
295335,70906,96167,1
295336,88124,88124,1
295337,77951,76553,1
295338,94594,94594,2
295339,75364,96279,1
295340,73992,98374,1
295341,66148,65171,1
295342,88804,88804,1
295343,82961,57692,1
295344,65195,73401,1
295345,75810,71723,1
295346,73260,83848,1
295347,65999,58501,1
295348,85151,61034,1
295349,85151,96937,1
295350,65293,67946,1
295351,67957,96426,1
295352,69575,69575,1
295353,75300,96528,1
295354,93746,93746,2
295355,99080,95692,1
295356,72744,96353,1
295357,69958,96126,1
295358,89870,89870,1
295359,89680,89680,1
295360,94075,94239,1
295361,92221,96724,1
295362,81933,81933,1
295363,96170,96318,1
295364,72136,75907,1
295365,81915,96899,1
295366,96544,74351,1
295367,73278,71473,1
295368,86550,87307,1
295369,74992,96340,1
295370,85236,85147,1
295371,72283,96531,1
295372,87386,87812,1
295373,72560,96278,1
295374,71489,96126,1
295375,73493,73493,1
295376,72098,96324,1
295377,89811,88229,1
295378,71642,71463,1
295379,70908,96114,1
295380,89245,89245,1
295381,75286,88246,1
295382,75286,72356,1
295383,72943,72943,1
295384,71713,96126,1
295385,73145,96272,1
295386,74588,96126,1
295387,71076,96231,1
295388,73903,96185,1
295389,84165,84165,1
295390,92117,96724,1
295391,78627,78627,1
295392,72061,73195,1
295393,88667,88505,1
295394,88654,88654,1
295395,87380,87380,1
295396,77500,77500,1
295397,75413,62059,1
295398,69857,69857,1
295399,78648,78648,1
295400,74450,98079,1
295401,75816,71359,1
295402,75628,96126,1
295403,88584,88584,1
295404,71449,96391,1
295405,72924,96401,1
295406,96828,81900,1
295407,73394,96173,1
295408,73644,96478,1
295409,73428,73319,1
295410,96347,70016,1
295411,71991,97897,1
295412,84124,96724,1
295413,90243,58578,1
295414,77145,77145,1
295415,89881,89881,1
295416,90036,90036,1
295417,96221,70910,1
295418,72846,96396,1
295419,71450,71450,1
295420,73873,73873,1
295421,77718,77718,1
295422,73418,96126,1
295423,82926,59890,1
295424,83949,83949,1
295425,87754,87754,1
295426,85480,96943,1
295427,82935,82935,1
295428,85767,96937,1
295429,82744,96512,1
295430,92612,96724,1
295431,76498,76498,1
295432,77421,77421,1
295433,87614,87723,1
295434,98921,98921,1
295435,90246,90246,1
295436,78683,97839,1
295437,87920,87920,2
295438,82490,56621,1
295439,93809,93833,1
295440,86637,86637,17
295441,87817,87817,1
295442,87494,87494,1
295443,83832,94737,1
295444,79842,96981,1
295445,95270,95211,1
295446,87148,86132,1
295447,87028,86721,1
295448,87028,87456,1
295449,95052,95211,1
295450,84054,57692,1
295451,83063,88246,1
295452,93061,96724,1
295453,81413,76430,1
295454,82131,82131,1
295455,90899,90899,1
295456,77347,94762,1
295457,87545,86646,1
295458,91869,96724,1
295459,91738,91738,1
295460,85354,85340,1
295461,85354,96943,1
295462,83283,82973,1
295463,88420,96724,1
295464,84357,96724,1
295465,87056,87056,1
295466,83680,57692,1
295467,84121,88246,1
295468,84061,83848,1
295469,92430,96871,1
295470,94558,94554,1
295471,83892,83848,1
295472,77197,97610,1
295473,91339,91339,1
295474,76566,64465,1
295475,95207,91688,1
295476,83638,96724,1
295477,85794,85200,1
295478,83280,83280,1
295479,89542,97054,1
295480,85153,98169,1
295481,87044,88876,1
295482,94436,93506,1
295483,89083,89083,1
295484,94129,94251,1
295485,93102,93102,1
295486,95289,96724,1
295487,84202,83307,1
295488,83409,83848,1
295489,87045,85542,1
295490,86758,86758,1
295491,87726,61315,1
295492,82928,59890,1
295493,89260,80778,1
295494,91562,96724,1
295495,94595,94595,1
295496,87524,87524,1
295497,91076,91076,1
295498,82303,83848,1
295499,90966,90966,1
295500,93771,94242,1
295501,88828,88256,1
295502,91777,96724,1
295503,81892,96877,1
295504,90133,89637,1
295505,87541,91471,1
295506,88998,88998,1
295507,82735,82735,1
295508,76915,83848,1
295509,92720,96724,1
295510,89551,89637,1
295511,80944,96943,1
295512,96706,96706,1
295513,80955,80955,1
295514,94785,70099,1
295515,94024,93363,1
295516,90671,90671,1
295517,76474,76474,1
295518,94185,93506,1
295519,99015,99015,1
295520,86551,87013,2
295521,86551,86837,1
295522,90257,90257,1
295523,79524,79524,1
295524,94801,95211,1
295525,96057,96057,1
295526,96837,82028,1
295527,87033,96943,1
295528,89645,97054,1
295529,88798,88841,1
295530,95253,96879,1
295531,89594,89546,1
295532,88648,89375,1
295533,76902,76593,1
295534,89550,97056,1
295535,92499,96724,1
295536,79411,89460,1
295537,95012,95012,1
295538,89024,87893,1
295539,93587,97132,1
295540,92836,96724,1
295541,80976,96724,1
295542,82480,76430,1
295543,76799,98515,1
295544,90116,89637,1
295545,76816,96724,1
295546,86819,86819,1
295547,99090,99090,1
295548,77078,95323,1
295549,86926,86854,1
295550,82526,98422,1
295551,91944,96724,1
295552,87741,85317,1
295553,90267,90267,1
295554,87798,61304,1
295555,87828,86646,1
295556,95140,96724,1
295557,93803,88149,1
295558,92718,98958,1
295559,91145,91145,1
295560,90123,90138,1
295561,86561,86561,1
295562,91154,91154,1
295563,93363,93947,1
295564,89439,89439,1
295565,80088,80088,1
295566,86844,86827,1
295567,90709,90709,1
295568,92636,96724,1
295569,87710,86646,1
295570,89717,89717,1
295571,93465,93595,1
295572,90718,89546,1
295573,93852,93746,1
295574,94862,94862,1
295575,92915,92915,1
295576,88491,88051,1
295577,92128,96724,1
295578,93168,94037,1
295579,93468,93790,1
295580,88737,96724,1
295581,88454,88454,6
295582,97029,89007,1
295583,88766,88414,1
295584,86829,86646,1
295585,89027,88206,1
295586,90625,90625,1
295587,93701,94255,1
295588,88299,88560,1
295589,86979,86979,1
295590,92545,96724,1
295591,93722,89492,1
295592,91849,96724,2
295593,90544,97051,1
295594,87057,97003,1
295595,91743,96712,1
295596,92498,91037,1
295597,93844,89061,1
295598,92799,96724,1
295599,90606,97979,1
295600,90156,90156,1
295601,86919,87601,1
295602,93709,94037,1
295603,93411,88477,1
295604,93411,94037,1
295605,91432,96724,3
295606,94089,94255,1
295607,93812,88149,1
295608,90194,97054,1
295609,87658,87658,1
295610,87602,87602,1
295611,82697,57692,1
295612,94525,94113,1
295613,93170,93170,1
295614,90512,90512,1
295615,88782,87936,1
295616,89857,89857,1
295617,91105,91105,1
295618,86794,87145,1
295619,87590,87590,1
295620,89079,87936,1
295621,90534,89647,1
295622,87145,87145,1
295623,89461,97009,1
295624,94107,97119,1
295625,92316,96724,1
295626,94851,70099,1
295627,87538,91471,1
295628,91365,96724,1
295629,90219,97051,1
295630,92682,97079,1
295631,90779,90779,1
295632,92982,57692,1
295633,86586,87526,1
295634,89252,88560,1
295635,88582,88044,1
295636,97135,97135,1
295637,89188,87954,1
295638,89627,89637,1
295639,90277,90277,1
295640,88331,88510,1
295641,92798,83848,1
295642,89514,93367,1
295643,87037,86646,1
295644,87362,87526,1
295645,94848,96724,1
295646,94039,88878,1
295647,89779,58596,1
295648,93815,88477,1
295649,89385,88078,1
295650,91695,96724,1
295651,95376,97148,1
295652,90968,97054,1
295653,89401,89011,1
295654,88050,88050,1
295655,92897,64465,1
295656,87864,83848,1
295657,88145,88145,1
295658,93967,93153,1
295659,93851,94255,1
295660,90262,97054,1
295661,93120,94113,1
295662,93111,94255,1
295663,91416,96724,1
295664,87224,86646,1
295665,87192,87456,1
